participant_id,Age
S03497,76.94
S03498,62.97
S03499,66.49
S03500,78.59
S03501,52.19
S03502,56.83
S03503,75.28
S03504,52.12
S03505,73.85
S03506,60.69
S03507,80.31
S03508,70.89
S03509,53.55
S03510,68.95
S03511,73.57
S03512,76.73
S03513,68.34
S03514,52.63
S03515,77.3
S03516,52.13
S03517,55.51
S03518,67.72
S03519,69.25
S03520,73.73
S03521,69.62
S03522,68.53
S03523,67.04
S03524,50.52
S03525,76.88
S03526,71.34
S03527,57.19
S03528,60.61
S03529,50.93
S03530,54.58
S03531,54.94
S03532,62.18
S03533,67.58
S03534,51.25
S03535,82.32
S03536,75.9
S03537,62.43
S03538,51.67
S03539,60.68
S03540,53.63
S03541,51.64
S03542,66.73
S03543,84.09
S03544,75.93
S03545,77.44
S03546,52.67
S03547,82.76
S03548,78.64
S03549,66.67
S03550,72.48
S03551,73.65
S03552,61.03
S03553,84.01
S03554,78.39
S03555,73.16
S03556,73.23
S03557,67.8
S03558,78.66
S03559,54.08
S03560,55.06
S03561,70.83
S03562,74.52
S03563,77.11
S03564,52.48
S03565,84.4
S03566,66.31
S03567,64.61
S03568,56.4
S03569,71.19
S03570,74.97
S03571,56.88
S03572,79.9
S03573,78.97
S03574,57.02
S03575,63.24
S03576,53.49
S03577,51.46
S03578,67.67
S03579,78.58
S03580,52.24
S03581,72.79
S03582,80.24
S03583,67.18
S03584,66.81
S03585,51.55
S03586,77.34
S03587,57.12
S03588,77.92
S03589,82.28
S03590,81.92
S03591,65.03
S03592,73.17
S03593,73.99
S03594,62.17
S03595,56.47
S03596,74.95
S03597,64.68
S03598,77.06
S03599,62.19
S03600,71.8
S03601,71.17
S03602,64.43
S03603,54.93
S03604,81.02
S03605,64.37
S03606,74.1
S03607,58.92
S03608,76.04
S03609,62.0
S03610,54.51
S03611,52.16
S03612,56.91
S03613,66.79
S03614,53.32
S03615,82.26
S03616,54.36
S03617,84.04
S03618,69.57
S03619,80.34
S03620,67.31
S03621,75.34
S03622,66.48
S03623,66.16
S03624,64.55
S03625,67.28
S03626,77.97
S03627,64.37
S03628,74.98
S03629,63.18
S03630,82.28
S03631,80.03
S03632,84.85
S03633,80.04
S03634,74.96
S03635,77.15
S03636,82.13
S03637,59.21
S03638,55.92
S03639,83.58
S03640,66.93
S03641,57.35
S03642,51.72
S03643,77.97
S03644,78.01
S03645,57.87
S03646,75.92
S03647,68.4
S03648,58.73
S03649,80.96
S03650,51.09
S03651,67.42
S03652,59.06
S03653,75.33
S03654,80.39
S03655,82.3
S03656,68.26
S03657,76.35
S03658,54.93
S03659,59.83
S03660,52.7
S03661,57.6
S03662,79.89
S03663,52.51
S03664,52.47
S03665,59.98
S03666,66.89
S03667,79.1
S03668,59.38
S03669,70.74
S03670,75.87
S03671,65.18
S03672,51.34
S03673,67.99
S03674,83.8
S03675,66.13
S03676,65.44
S03677,56.92
S03678,74.55
S03679,53.7
S03680,82.81
S03681,83.55
S03682,66.23
S03683,60.32
S03684,64.55
S03685,68.81
S03686,66.83
S03687,78.03
S03688,84.47
S03689,73.46
S03690,51.76
S03691,69.22
S03692,62.35
S03693,59.76
S03694,65.63
S03695,79.14
S03696,66.75
S03697,55.49
S03698,79.51
S03699,54.85
S03700,57.02
S03701,57.78
S03702,58.84
S03703,76.34
S03704,58.97
S03705,83.74
S03706,77.45
S03707,63.69
S03708,69.2
S03709,55.08
S03710,63.81
S03711,51.98
S03712,80.86
S03713,70.18
S03714,58.05
S03715,76.8
S03716,71.2
S03717,67.1
S03718,83.51
S03719,67.56
S03720,61.62
S03721,68.83
S03722,67.56
S03723,53.92
S03724,81.87
S03725,81.32
S03726,80.45
S03727,76.79
S03728,79.42
S03729,58.6
S03730,59.47
S03731,56.87
S03732,64.89
S03733,52.42
S03734,74.16
S03735,52.09
S03736,73.83
S03737,77.82
S03738,68.68
S03739,54.53
S03740,66.15
S03741,60.58
S03742,54.54
S03743,64.25
S03744,53.71
S03745,58.51
S03746,70.84
S03747,81.01
S03748,57.8
S03749,55.0
S03750,63.04
S03751,64.06
S03752,71.24
S03753,84.42
S03754,73.68
S03755,73.34
S03756,81.98
S03757,80.75
S03758,58.45
S03759,67.95
S03760,75.84
S03761,74.68
S03762,77.53
S03763,83.16
S03764,56.2
S03765,57.03
S03766,52.96
S03767,66.7
S03768,74.52
S03769,57.04
S03770,81.55
S03771,82.01
S03772,63.55
S03773,53.62
S03774,52.5
S03775,52.3
S03776,61.9
S03777,73.44
S03778,82.62
S03779,71.49
S03780,65.35
S03781,73.0
S03782,61.07
S03783,82.5
S03784,54.59
S03785,63.83
S03786,71.31
S03787,63.74
S03788,71.1
S03789,72.75
S03790,77.39
S03791,61.13
S03792,59.39
S03793,77.45
S03794,76.68
S03795,54.8
S03796,80.91
S03797,64.04
S03798,61.5
S03799,57.68
S03800,73.33
S03801,68.06
S03802,60.08
S03803,80.62
S03804,51.61
S03805,58.73
S03806,57.28
S03807,83.51
S03808,60.48
S03809,65.67
S03810,74.79
S03811,80.54
S03812,53.44
S03813,59.88
S03814,72.54
S03815,74.39
S03816,73.21
S03817,55.26
S03818,73.17
S03819,68.54
S03820,77.72
S03821,63.02
S03822,66.78
S03823,63.86
S03824,63.91
S03825,76.75
S03826,59.6
S03827,54.43
S03828,78.97
S03829,72.53
S03830,54.3
S03831,81.18
S03832,60.52
S03833,68.44
S03834,69.06
S03835,63.42
S03836,74.4
S03837,62.48
S03838,51.55
S03839,54.71
S03840,79.61
S03841,64.09
S03842,84.7
S03843,75.13
S03844,75.46
S03845,79.68
S03846,60.91
S03847,52.58
S03848,83.6
S03849,73.46
S03850,53.44
S03851,79.69
S03852,61.59
S03853,77.54
S03854,56.21
S03855,67.4
S03856,71.3
S03857,57.35
S03858,54.86
S03859,53.93
S03860,76.49
S03861,80.59
S03862,79.21
S03863,52.62
S03864,51.12
S03865,83.4
S03866,70.84
S03867,68.58
S03868,82.47
S03869,60.46
S03870,70.34
S03871,81.56
S03872,51.43
S03873,68.83
S03874,57.91
S03875,52.67
S03876,66.15
S03877,68.61
S03878,71.22
S03879,77.22
S03880,69.73
S03881,63.82
S03882,66.46
S03883,51.26
S03884,58.88
S03885,78.78
S03886,68.97
S03887,57.19
S03888,73.98
S03889,82.4
S03890,63.89
S03891,82.76
S03892,64.36
S03893,65.68
S03894,79.06
S03895,81.89
S03896,84.75
S03897,82.3
S03898,78.58
S03899,76.17
S03900,77.01
S03901,62.7
S03902,75.95
S03903,63.8
S03904,55.34
S03905,51.88
S03906,61.77
S03907,72.19
S03908,50.93
S03909,58.64
S03910,74.07
S03911,53.3
S03912,74.62
S03913,55.72
S03914,58.46
S03915,68.95
S03916,81.84
S03917,78.65
S03918,84.06
S03919,53.69
S03920,63.34
S03921,77.41
S03922,70.18
S03923,83.68
S03924,80.95
S03925,74.05
S03926,76.3
S03927,84.05
S03928,57.09
S03929,75.28
S03930,69.67
S03931,52.74
S03932,67.3
S03933,53.34
S03934,56.81
S03935,83.38
S03936,75.98
S03937,71.24
S03938,66.43
S03939,65.78
S03940,60.39
S03941,66.83
S03942,68.3
S03943,78.27
S03944,72.67
S03945,51.74
S03946,65.82
S03947,69.65
S03948,55.82
S03949,70.33
S03950,71.89
S03951,72.3
S03952,70.52
S03953,58.64
S03954,61.52
S03955,84.34
S03956,57.92
S03957,53.29
S03958,68.07
S03959,64.03
S03960,75.67
S03961,75.5
S03962,56.53
S03963,83.35
S03964,72.3
S03965,60.16
S03966,84.89
S03967,67.07
S03968,62.88
S03969,68.79
S03970,54.31
S03971,57.82
S03972,71.91
S03973,53.91
S03974,75.49
S03975,51.81
S03976,76.28
S03977,59.34
S03978,55.04
S03979,52.9
S03980,79.35
S03981,68.86
S03982,56.68
S03983,57.93
S03984,67.64
S03985,56.83
S03986,58.47
S03987,60.62
S03988,61.51
S03989,83.99
S03990,55.39
S03991,82.45
S03992,82.59
S03993,67.66
S03994,55.84
S03995,53.98
S03996,67.41
S03997,77.35
S03998,69.1
S03999,72.46
